dataset,entity,period,value,unit,source_org,source_title,source_url,quote,confidence,notes
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-04,118.76,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"04/2018,2.4847682119205294,3.0748344370860923,2.9655629139072848,2.621633554083885,1.949448123620309",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-04,88.31,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"04/2018,2.4847682119205294,3.0748344370860923,2.9655629139072848,2.621633554083885,1.949448123620309",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-05,113.34,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2018,2.5019867549668873,3.096247240618101,2.993598233995585,2.6395143487858714,1.9589403973509931",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-05,140.26,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2018,2.5019867549668873,3.096247240618101,2.993598233995585,2.6395143487858714,1.9589403973509931",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-05,135.61,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2018,2.5019867549668873,3.096247240618101,2.993598233995585,2.6395143487858714,1.9589403973509931",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-05,119.57,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2018,2.5019867549668873,3.096247240618101,2.993598233995585,2.6395143487858714,1.9589403973509931",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-05,88.74,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"05/2018,2.5019867549668873,3.096247240618101,2.993598233995585,2.6395143487858714,1.9589403973509931",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-06,110.44,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2018,2.437969094922737,3.0584988962472406,2.958719646799117,2.5408388520971297,1.8999999999999997",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-06,138.55,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2018,2.437969094922737,3.0584988962472406,2.958719646799117,2.5408388520971297,1.8999999999999997",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-06,134.03,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2018,2.437969094922737,3.0584988962472406,2.958719646799117,2.5408388520971297,1.8999999999999997",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-06,115.10,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2018,2.437969094922737,3.0584988962472406,2.958719646799117,2.5408388520971297,1.8999999999999997",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-06,86.07,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"06/2018,2.437969094922737,3.0584988962472406,2.958719646799117,2.5408388520971297,1.8999999999999997",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-07,107.20,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2018,2.36644591611479,2.9562913907284765,2.8830022075055184,2.440176600441501,1.8635761589403972",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-07,133.92,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2018,2.36644591611479,2.9562913907284765,2.8830022075055184,2.440176600441501,1.8635761589403972",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-07,130.60,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2018,2.36644591611479,2.9562913907284765,2.8830022075055184,2.440176600441501,1.8635761589403972",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-07,110.54,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2018,2.36644591611479,2.9562913907284765,2.8830022075055184,2.440176600441501,1.8635761589403972",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-07,84.42,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"07/2018,2.36644591611479,2.9562913907284765,2.8830022075055184,2.440176600441501,1.8635761589403972",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-08,102.41,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2018,2.2607064017660043,2.8695364238410597,2.7640176600441495,2.305960264900662,1.7823399558498894",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-08,129.99,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2018,2.2607064017660043,2.8695364238410597,2.7640176600441495,2.305960264900662,1.7823399558498894",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-08,125.21,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2018,2.2607064017660043,2.8695364238410597,2.7640176600441495,2.305960264900662,1.7823399558498894",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-08,104.46,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2018,2.2607064017660043,2.8695364238410597,2.7640176600441495,2.305960264900662,1.7823399558498894",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-08,80.74,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"08/2018,2.2607064017660043,2.8695364238410597,2.7640176600441495,2.305960264900662,1.7823399558498894",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-09,98.17,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2018,2.167108167770419,2.7757174392935977,2.675055187637969,2.2046357615894037,1.6931567328918322",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-09,125.74,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2018,2.167108167770419,2.7757174392935977,2.675055187637969,2.2046357615894037,1.6931567328918322",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-09,121.18,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2018,2.167108167770419,2.7757174392935977,2.675055187637969,2.2046357615894037,1.6931567328918322",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-09,99.87,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2018,2.167108167770419,2.7757174392935977,2.675055187637969,2.2046357615894037,1.6931567328918322",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-09,76.70,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"09/2018,2.167108167770419,2.7757174392935977,2.675055187637969,2.2046357615894037,1.6931567328918322",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-10,111.21,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2018,2.454966887417218,3.1088300220750553,3.0317880794701986,2.5516556291390726,1.8834437086092712",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-10,140.83,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2018,2.454966887417218,3.1088300220750553,3.0317880794701986,2.5516556291390726,1.8834437086092712",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-10,137.34,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2018,2.454966887417218,3.1088300220750553,3.0317880794701986,2.5516556291390726,1.8834437086092712",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-10,115.59,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2018,2.454966887417218,3.1088300220750553,3.0317880794701986,2.5516556291390726,1.8834437086092712",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-10,85.32,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"10/2018,2.454966887417218,3.1088300220750553,3.0317880794701986,2.5516556291390726,1.8834437086092712",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-11,109.59,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2018,2.419205298013245,3.07439293598234,3.026710816777042,2.5004415011037526,1.843708609271523",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-11,139.27,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2018,2.419205298013245,3.07439293598234,3.026710816777042,2.5004415011037526,1.843708609271523",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-11,137.11,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2018,2.419205298013245,3.07439293598234,3.026710816777042,2.5004415011037526,1.843708609271523",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-11,113.27,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2018,2.419205298013245,3.07439293598234,3.026710816777042,2.5004415011037526,1.843708609271523",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-11,83.52,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"11/2018,2.419205298013245,3.07439293598234,3.026710816777042,2.5004415011037526,1.843708609271523",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_composite,ICO composite (I-CIP),2018-12,100.61,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2018,2.220971302428256,2.8225165562913905,2.8057395143487853,2.2538631346578364,1.7123620309050769",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_colombian_milds,Colombian Milds,2018-12,127.86,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2018,2.220971302428256,2.8225165562913905,2.8057395143487853,2.2538631346578364,1.7123620309050769",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_other_milds,Other Milds,2018-12,127.10,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2018,2.220971302428256,2.8225165562913905,2.8057395143487853,2.2538631346578364,1.7123620309050769",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_brazilian_naturals,Brazilian Naturals,2018-12,102.10,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2018,2.220971302428256,2.8225165562913905,2.8057395143487853,2.2538631346578364,1.7123620309050769",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
price_monthly_ico_robustas,Robustas,2018-12,77.57,US cents/lb,ICO,"ICO Coffee Dataset (ICO statistics, Kaggle copy mirrored on GitHub) - indicator-prices.csv, monthly ICO composite & group indicator prices 1990-2018",https://github.com/IgorKolodziej/a_sip_of_luxury/blob/f045d8908382b2a09f8948815ad16baf6d5fc318/data/ICO_Coffee_Dataset/indicator-prices.csv,"12/2018,2.220971302428256,2.8225165562913905,2.8057395143487853,2.2538631346578364,1.7123620309050769",medium,"Mirror of ICO monthly indicator file; stored as (c/lb)/45.3, multiplied back by 45.3 (exact 2-dp recovery; validated vs ICO CMR quotes - see notes/B_prices.md s.0)"
